epoch,step,train_F1,train_OA,train_mIoU,val_F1,val_OA,val_mIoU
36,7399,0.785078526,0.873854876,0.668639839,,,
37,7599,,,,0.744528234,0.832672417,0.608942509
37,7599,0.786467433,0.874624848,0.670834064,,,
38,7799,,,,0.743276477,0.815569818,0.605009973
38,7799,0.790547073,0.878414392,0.676120281,,,
39,7999,,,,0.758656383,0.836461544,0.626932085
39,7999,0.79331404,0.878000438,0.678493023,,,
40,8199,,,,0.743576825,0.826088965,0.606855154
40,8199,0.796231449,0.879132152,0.682581067,,,
41,8399,,,,0.772451103,0.841567934,0.643460274
41,8399,0.799977481,0.883562386,0.688218832,,,
42,8599,,,,0.771988153,0.838934779,0.642413139
42,8599,0.801586509,0.883883834,0.689833403,,,
43,8799,,,,0.771733046,0.837985456,0.642560124
43,8799,0.804009914,0.884220362,0.692466915,,,
44,8999,,,,0.762914956,0.836906672,0.631548941
44,8999,0.806430519,0.888213694,0.696487844,,,
45,9199,,,,0.756504834,0.832208991,0.622171879
45,9199,0.806612015,0.887360513,0.696210623,,,
46,9399,,,,0.771182418,0.841294885,0.641242862
46,9399,0.812401533,0.890648305,0.703811586,,,
47,9599,,,,0.767525554,0.838284671,0.636393785
47,9599,0.810096145,0.888540268,0.700204968,,,
48,9799,,,,0.774136722,0.845468938,0.645360529
48,9799,0.814637661,0.893723905,0.707295299,,,
49,9999,,,,0.76987654,0.842086494,0.639275312
49,9999,0.817238629,0.892260373,0.709497929,,,
50,10199,,,,0.773264527,0.843919098,0.644651532
50,10199,0.815479994,0.891288698,0.70747906,,,
51,10399,,,,0.779322088,0.847521842,0.652541161
51,10399,0.819595933,0.895494998,0.713223994,,,
52,10599,,,,0.772203207,0.846767783,0.644250154
52,10599,0.819798708,0.895836413,0.713646054,,,
53,10799,,,,0.781188846,0.844019651,0.65369916
53,10799,0.824734867,0.89933008,0.720607281,,,
54,10999,,,,0.781231582,0.847283006,0.653691709
54,10999,0.827502966,0.899914443,0.724075675,,,
55,11199,,,,0.769056559,0.839027047,0.637511849
55,11199,0.82525903,0.898301423,0.720840216,,,
56,11399,,,,0.780292928,0.850919962,0.65450263
56,11399,0.827761889,0.899216771,0.724069655,,,
57,11599,,,,0.785585642,0.849346697,0.65939945
57,11599,0.831306934,0.90248096,0.729097784,,,
58,11799,,,,0.781680226,0.843987942,0.654408336
58,11799,0.831402719,0.900914371,0.728231549,,,
59,11999,,,,0.775038421,0.845153928,0.645483732
59,11999,0.834847689,0.904232621,0.733727813,,,
60,12199,,,,0.780041158,0.849386513,0.651949763
60,12199,0.835723042,0.903966308,0.734927297,,,
61,12399,,,,0.787953079,0.851258814,0.662804723
61,12399,0.835213304,0.905121565,0.734672427,,,
62,12599,,,,0.781561077,0.848022521,0.653762817
62,12599,0.83461678,0.904031813,0.733552754,,,
63,12799,,,,0.78030324,0.846820831,0.652591348
63,12799,0.83716929,0.905399263,0.736924052,,,
64,12999,,,,0.784283638,0.849323153,0.657213151
64,12999,0.837708831,0.905698121,0.737235188,,,
65,13199,,,,0.786998749,0.849808812,0.661051452
65,13199,0.840357482,0.9065817,0.741355896,,,
66,13399,,,,0.783678651,0.848790824,0.656860769
66,13399,0.841464579,0.908051074,0.743112385,,,
67,13599,,,,0.788264334,0.851746857,0.663081527
67,13599,0.843762517,0.909657776,0.746253014,,,
68,13799,,,,0.787635803,0.849963784,0.661976755
68,13799,0.843001366,0.909377694,0.745402873,,,
69,13999,,,,0.787520707,0.85079509,0.661610305
69,13999,0.845950186,0.91229409,0.750073552,,,
70,14199,,,,0.78786695,0.851645648,0.662163556
70,14199,0.844699502,0.910696745,0.747759104,,,
71,14399,,,,0.791899443,0.855105281,0.667682767
71,14399,0.846917391,0.910145342,0.750145495,,,
72,14599,,,,0.788172066,0.852802336,0.663484693
72,14599,0.845779359,0.911453843,0.749068975,,,
73,14799,,,,0.790866435,0.853552103,0.66624701
73,14799,0.847824693,0.912025392,0.751745284,,,
74,14999,,,,0.788939774,0.853217423,0.663582444
74,14999,0.848578334,0.912558138,0.752866685,,,
75,15199,,,,0.792407513,0.855311394,0.668462515
75,15199,0.85049665,0.913520634,0.75559181,,,
76,15399,,,,0.79087919,0.853173256,0.666094303
76,15399,0.850410521,0.91323185,0.755083263,,,
77,15599,,,,0.78985244,0.852836728,0.664663315
77,15599,0.848892033,0.913170576,0.753327847,,,
78,15799,,,,0.792996168,0.855812311,0.668885112
78,15799,0.851162136,0.913866222,0.755861402,,,
79,15999,,,,0.79298991,0.854296386,0.668765843
79,15999,0.854482174,0.91483885,0.760993302,,,
80,16199,,,,0.79132843,0.854849041,0.666509986
80,16199,0.85283041,0.916024983,0.759248495,,,
81,16399,,,,0.792044818,0.855225623,0.667564332
81,16399,0.85240835,0.915261149,0.757758617,,,
82,16599,,,,0.790698946,0.854050338,0.666240931
82,16599,0.85551405,0.915228605,0.761878371,,,
83,16799,,,,0.793401003,0.856163323,0.66969049
83,16799,0.854615927,0.916098773,0.761530995,,,
84,16999,,,,0.794043183,0.855717182,0.67021656
84,16999,0.854198396,0.916604042,0.76045233,,,
85,17199,,,,0.794144988,0.85664767,0.670340478
85,17199,0.853353858,0.915857971,0.759454668,,,
86,17399,,,,0.794631362,0.856560528,0.671139359
86,17399,0.855849624,0.916403413,0.762916505,,,
87,17599,,,,0.794049382,0.856048644,0.670533717
87,17599,0.857134581,0.917436838,0.76494807,,,
88,17799,,,,0.794349074,0.855391383,0.670646191
88,17799,0.855719388,0.916278541,0.762900889,,,
89,17999,,,,0.79277128,0.855711997,0.668632925
89,17999,0.857114732,0.91673094,0.764192224,,,
90,18199,,,,0.795455933,0.85717082,0.67230165
90,18199,0.857895672,0.917582929,0.765263975,,,
91,18399,,,,0.793596089,0.856445134,0.669838696
91,18399,0.855409205,0.917703986,0.763019621,,,
92,18599,,,,0.794002235,0.856076777,0.670644836
92,18599,0.855171502,0.916827917,0.762192905,,,
93,18799,,,,0.794823229,0.856457293,0.678121948
93,18799,0.857155323,0.917823553,0.764481246,,,
94,18999,,,,0.79417485,0.856845081,0.674229187
94,18999,0.857080519,0.918673635,0.765423834,,,
95,19199,,,,0.794924617,0.856325805,0.680670853
95,19199,0.858084261,0.917894781,0.765894353,,,
96,19399,,,,0.794946313,0.855991602,0.683201599
96,19399,0.85863173,0.917404354,0.766692042,,,
97,19599,,,,0.794919193,0.856459677,0.680263367
97,19599,0.856835186,0.917092144,0.764237761,,,
98,19799,,,,0.794353426,0.855909526,0.691465378
98,19799,0.855656862,0.91606015,0.762073994,,,
99,19999,,,,0.793277138,0.854862078,0.69417844
99,19999,0.858247578,0.92377383,0.766734302,,,
