epoch,step,train_F1,train_OA,train_mIoU,val_F1,val_OA,val_mIoU
32,6599,0.7836448550224304,0.873257577419281,0.6679168343544006,,,
33,6799,,,,0.7548203468322754,0.8366048336029053,0.6220824718475342
33,6799,0.7857750058174133,0.8737955689430237,0.6703504323959351,,,
34,6999,,,,0.7550042271614075,0.8291683793067932,0.6212276220321655
34,6999,0.7897749543190002,0.8772247433662415,0.6753752827644348,,,
35,7199,,,,0.746155858039856,0.8267937302589417,0.6097683906555176
35,7199,0.7900726795196533,0.8778085112571716,0.6749997735023499,,,
36,7399,,,,0.7503585815429688,0.8350776433944702,0.6172302961349487
36,7399,0.7942473888397217,0.8797740936279297,0.68115234375,,,
37,7599,,,,0.7656671404838562,0.8383540511131287,0.6341384649276733
37,7599,0.7983403205871582,0.8844140768051147,0.6868751645088196,,,
38,7799,,,,0.7704408168792725,0.8450859785079956,0.6405561566352844
38,7799,0.799528181552887,0.8843581676483154,0.6879388093948364,,,
39,7999,,,,0.7632794380187988,0.8414335250854492,0.6308102607727051
39,7999,0.8022668957710266,0.8852058053016663,0.6907450556755066,,,
40,8199,,,,0.7802416682243347,0.8476095795631409,0.6529046893119812
40,8199,0.8054874539375305,0.8857704401016235,0.6952198147773743,,,
41,8399,,,,0.7576189041137695,0.835384726524353,0.6264887452125549
41,8399,0.8025743365287781,0.8859323859214783,0.6917940378189087,,,
42,8599,,,,0.7695739269256592,0.8377245664596558,0.638751745223999
42,8599,0.8077916502952576,0.889573872089386,0.6982584595680237,,,
43,8799,,,,0.7668827772140503,0.8406440615653992,0.6354888677597046
43,8799,0.8141313791275024,0.8927675485610962,0.7068256139755249,,,
44,8999,,,,0.782494306564331,0.8493713140487671,0.6563417315483093
44,8999,0.8141219019889832,0.8904973268508911,0.7063136696815491,,,
45,9199,,,,0.7792014479637146,0.8481910228729248,0.6510766744613647
45,9199,0.8145105838775635,0.891394317150116,0.7064398527145386,,,
46,9399,,,,0.7818236947059631,0.8516653776168823,0.6539532542228699
46,9399,0.8167768716812134,0.8944945931434631,0.710335373878479,,,
47,9599,,,,0.7791094779968262,0.8469831943511963,0.6511649489402771
47,9599,0.8202217221260071,0.8956975340843201,0.7148309946060181,,,
48,9799,,,,0.7804200053215027,0.8482456207275391,0.6524264216423035
48,9799,0.8188034296035767,0.8967114090919495,0.7132405638694763,,,
49,9999,,,,0.7849982976913452,0.8502025008201599,0.6581544876098633
49,9999,0.8238363862037659,0.8986456990242004,0.7203346490859985,,,
50,10199,,,,0.7763228416442871,0.8401537537574768,0.6470403075218201
50,10199,0.8263260722160339,0.8993033170700073,0.7221985459327698,,,
51,10399,,,,0.7775489687919617,0.8535297513008118,0.6508334279060364
51,10399,0.8284059762954712,0.9015706777572632,0.7265133261680603,,,
52,10599,,,,0.7894143462181091,0.8547447919845581,0.6640633940696716
52,10599,0.8297152519226074,0.9030852317810059,0.727922260761261,,,
53,10799,,,,0.784046471118927,0.8553616404533386,0.6572023034095764
53,10799,0.8293495178222656,0.9025684595108032,0.7270757555961609,,,
54,10999,,,,0.7852910757064819,0.8517717123031616,0.6580543518066406
54,10999,0.8308005928993225,0.9044429063796997,0.7300862669944763,,,
55,11199,,,,0.7830281853675842,0.8473315238952637,0.6552108526229858
55,11199,0.8324636220932007,0.9049702882766724,0.7312546968460083,,,
56,11399,,,,0.780143141746521,0.8484740257263184,0.6519128680229187
56,11399,0.8393372297286987,0.9081326127052307,0.7410662174224854,,,
57,11599,,,,0.791313111782074,0.8549128174781799,0.666153073310852
57,11599,0.8339497447013855,0.9051640629768372,0.7336453795433044,,,
58,11799,,,,0.7840934991836548,0.8479847311973572,0.6560735702514648
58,11799,0.8405747413635254,0.9087703227996826,0.7424553036689758,,,
59,11999,,,,0.7852742671966553,0.849804699420929,0.6577082872390747
59,11999,0.8411998152732849,0.908818244934082,0.7433243989944458,,,
60,12199,,,,0.7867249846458435,0.8536860942840576,0.66042560338974
60,12199,0.8403002023696899,0.9098682403564453,0.742434561252594,,,
61,12399,,,,0.7846599221229553,0.8497071862220764,0.6572362184524536
61,12399,0.8409280180931091,0.9085915684700012,0.7434643507003784,,,
62,12599,,,,0.7932709455490112,0.8560255169868469,0.6693915724754333
62,12599,0.8457722663879395,0.9106540679931641,0.7492700815200806,,,
63,12799,,,,0.7901894450187683,0.8521745800971985,0.6643762588500977
63,12799,0.8443141579627991,0.9123249650001526,0.7479537129402161,,,
64,12999,,,,0.7962501049041748,0.8576741218566895,0.6726223826408386
64,12999,0.8443707227706909,0.9117677211761475,0.7482842206954956,,,
65,13199,,,,0.7909858226776123,0.8563423752784729,0.6659732460975647
65,13199,0.8466401696205139,0.9121423363685608,0.7506089806556702,,,
66,13399,,,,0.7910995483398438,0.8557339310646057,0.6656239628791809
66,13399,0.847485363483429,0.9147578477859497,0.7531903386116028,,,
67,13599,,,,0.7951978445053101,0.8552692532539368,0.6714073419570923
67,13599,0.8507206439971924,0.9160638451576233,0.7571195960044861,,,
68,13799,,,,0.791601836681366,0.8561019897460938,0.6664614081382751
68,13799,0.8497800230979919,0.9148954153060913,0.7557168006896973,,,
69,13999,,,,0.7936261892318726,0.8556720018386841,0.6692512631416321
69,13999,0.8526574969291687,0.9155167937278748,0.7593158483505249,,,
70,14199,,,,0.7694046497344971,0.8527076840400696,0.6387432217597961
70,14199,0.8523141145706177,0.9165151715278625,0.7590731978416443,,,
71,14399,,,,0.7954354286193848,0.8565451502799988,0.6711927652359009
71,14399,0.8537814617156982,0.9165137410163879,0.7607315182685852,,,
72,14599,,,,0.7977766394615173,0.8562151193618774,0.6743325591087341
72,14599,0.8523523807525635,0.9171445369720459,0.7591462135314941,,,
73,14799,,,,0.7916356325149536,0.8562301397323608,0.6667693853378296
73,14799,0.8554201126098633,0.9167976975440979,0.7628718018531799,,,
74,14999,,,,0.8001827597618103,0.8597878813743591,0.677992045879364
74,14999,0.8561146855354309,0.9181240200996399,0.7641223669052124,,,
75,15199,,,,0.7962342500686646,0.8567842841148376,0.6724464893341064
75,15199,0.8561232686042786,0.9180914163589478,0.7638973593711853,,,
76,15399,,,,0.7975457310676575,0.856704592704773,0.6744322180747986
76,15399,0.857088565826416,0.919754683971405,0.7660205364227295,,,
77,15599,,,,0.7948691844940186,0.8576728701591492,0.6702983975410461
77,15599,0.8573337197303772,0.9200215935707092,0.7661221623420715,,,
78,15799,,,,0.7949588894844055,0.8573597073554993,0.6706043481826782
78,15799,0.8585168719291687,0.9202959537506104,0.7678917050361633,,,
79,15999,,,,0.7902736067771912,0.8573914766311646,0.6643049716949463
79,15999,0.8575651049613953,0.9199445247650146,0.7664050459861755,,,
80,16199,,,,0.7975383996963501,0.8592239022254944,0.6742321252822876
80,16199,0.8599655032157898,0.9217038154602051,0.7701027393341064,,,
81,16399,,,,0.7984592318534851,0.8600736856460571,0.6756312847137451
81,16399,0.8603386878967285,0.9204889535903931,0.7701577544212341,,,
82,16599,,,,0.7958029508590698,0.8593790531158447,0.6717568039894104
82,16599,0.8613940477371216,0.9225224852561951,0.772168755531311,,,
83,16799,,,,0.7963858842849731,0.8588935136795044,0.6725298166275024
83,16799,0.8610368371009827,0.9215655326843262,0.7708410024642944,,,
84,16999,,,,0.7953968644142151,0.8585959672927856,0.6712000966072083
84,16999,0.8619328141212463,0.9216751456260681,0.7720921635627747,,,
85,17199,,,,0.7953284978866577,0.8592701554298401,0.671024739742279
85,17199,0.8621769547462463,0.9232245683670044,0.7735648155212402,,,
86,17399,,,,0.7957541346549988,0.8588465452194214,0.6718016862869263
86,17399,0.8602696657180786,0.9214824438095093,0.7700443267822266,,,
87,17599,,,,0.7966376543045044,0.8599503636360168,0.6729440689086914
87,17599,0.8621001839637756,0.9234899282455444,0.7733401656150818,,,
88,17799,,,,0.7981405854225159,0.8606973886489868,0.6751980781555176
88,17799,0.8613868355751038,0.9227549433708191,0.7728379368782043,,,
89,17999,,,,0.7976177930831909,0.8604207634925842,0.674218475818634
89,17999,0.8638393878936768,0.9225767254829407,0.774789571762085,,,
90,18199,,,,0.7958046793937683,0.8597115278244019,0.6717370748519897
90,18199,0.8630747199058533,0.9228424429893494,0.7740920186042786,,,
91,18399,,,,0.7970659732818604,0.8602665066719055,0.673396646976471
91,18399,0.8637648820877075,0.9230265617370605,0.7753821015357971,,,
92,18599,,,,0.7966185212135315,0.8596905469894409,0.672981858253479
92,18599,0.8642093539237976,0.923428475856781,0.7759565114974976,,,
93,18799,,,,0.7986361980438232,0.8604668378829956,0.6756748557090759
93,18799,0.8637239336967468,0.9233654737472534,0.7754571437835693,,,
94,18999,,,,0.796682596206665,0.8602921962738037,0.6729263067245483
94,18999,0.8631982803344727,0.9232994318008423,0.7744662761688232,,,
95,19199,,,,0.7970579862594604,0.8595218658447266,0.6735037565231323
95,19199,0.8659254908561707,0.9237099885940552,0.7779881358146667,,,
96,19399,,,,0.7968708872795105,0.8605748414993286,0.6732903718948364
96,19399,0.8673274517059326,0.9235898852348328,0.7796217799186707,,,
97,19599,,,,0.7987269759178162,0.8608128428459167,0.6758805513381958
97,19599,0.863020122051239,0.9238525629043579,0.7742171883583069,,,
98,19799,,,,0.7978267073631287,0.8601945638656616,0.6745131611824036
98,19799,0.865094780921936,0.9233394861221313,0.7767233848571777,,,
99,19999,,,,0.7980356216430664,0.8603886365890503,0.6748220324516296
99,19999,0.8636393547058105,0.922696053981781,0.7751431465148926,,,
