val_mIoU,val_F1,val_OA,epoch,step,train_mIoU,train_F1,train_OA
0.22078843787968655,0.37454269941810264,0.532400080009743,0,399,,,
,,,0,399,0.2023399232013642,0.3001913315742993,0.5174254815220483
0.253803353778061,0.41668055700003453,0.5944125934883401,1,799,,,
,,,1,799,0.24565071953125647,0.41256812557442313,0.5599932021806683
0.2942983789913013,0.4777226118930363,0.624113181785301,2,1199,,,
,,,2,1199,0.27738076650735194,0.45828465977060784,0.5908469867167159
0.2754674124805259,0.44270125044235487,0.6243609057532417,3,1599,,,
,,,3,1599,0.288095492787895,0.4712807426591426,0.6062797259798856
0.3189779862585134,0.510279524679409,0.6415287176767985,4,1999,,,
,,,4,1999,0.3014348876992157,0.4906863317497893,0.6138550551029487
0.33210094420823216,0.528272086697168,0.6580929773825186,5,2399,,,
,,,5,2399,0.30685307297809583,0.4967119794535562,0.6222415058093284
0.351199911044609,0.548446202579865,0.6732924461364747,6,2799,,,
,,,6,2799,0.3165515924047838,0.5101245525133012,0.6310704632196392
0.35147076104333475,0.5559086580125091,0.6508907247472693,7,3199,,,
,,,7,3199,0.32492101218217306,0.5212839553815563,0.6383687462649384
0.3566794532527453,0.4874201943583282,0.6758118629455566,8,3599,,,
,,,8,3599,0.3360195688604704,0.467918720675739,0.649576652170935
0.36068630980381156,0.48968304876826213,0.6802710851033529,9,3999,,,
,,,9,3999,0.341283389344449,0.47412691738644686,0.6543390827722914
0.372648771432579,0.5061104756237287,0.6857830082928693,10,4399,,,
,,,10,4399,0.34938402880746877,0.4829700856146001,0.6594475571044887
0.37660072248126936,0.5098445719406087,0.6977722556502731,11,4799,,,
,,,11,4799,0.359763001262826,0.49563284632056176,0.6691078817932272
0.4005483332776969,0.5443992617187119,0.7007350338829889,12,5199,,,
,,,12,5199,0.3710569171792426,0.5117821722464636,0.6724849932235573
0.3896342155809633,0.5374163318036325,0.680463460639671,13,5599,,,
,,,13,5599,0.37878280027324396,0.5212584191887479,0.6793452759578832
0.4017057098543157,0.5484076468025387,0.6963344167779993,14,5999,,,
,,,14,5999,0.385647889899611,0.5295490383182376,0.6847830161412016
0.41514099243148384,0.562859676007329,0.7070118074063901,15,6399,,,
,,,15,6399,0.3900178839476041,0.5343218609716903,0.6883725613021063
0.4248567104509382,0.5731718766297753,0.7141796359309444,16,6799,,,
,,,16,6799,0.39432849157464633,0.5400215162175117,0.6909753481814803
0.415475843076044,0.5656188629463171,0.7056526872846816,17,7199,,,
,,,17,7199,0.3987137577124432,0.5454523765118524,0.6911078817156695
0.4332797374785873,0.5846860991230689,0.7141509426964654,18,7599,,,
,,,18,7599,0.4065341084223384,0.5536780677921688,0.6982515454580976
0.44339008892780246,0.5967674687101945,0.7131567478179932,19,7999,,,
,,,19,7999,0.408732219990292,0.5562384215595496,0.6988960201601084
0.4457414965524452,0.5982997893511124,0.72180052863227,20,8399,,,
,,,20,8399,0.4102581372056656,0.5576897841999324,0.7006257130585927
0.45022160476013934,0.6009351943465628,0.7231324655038339,21,8799,,,
,,,21,8799,0.4176003281568107,0.5649394118412481,0.7075218335286643
0.4544952328361721,0.6057393432837439,0.7318035461284497,22,9199,,,
,,,22,9199,0.42116334985027026,0.5686357928838123,0.7111490805098181
0.43743660014660385,0.5851537024053894,0.7279610633850098,23,9599,,,
,,,23,9599,0.41545032266737064,0.5629502215881961,0.7054069118306243
0.4465778766716729,0.5991800833822377,0.7244363590523049,24,9999,,,
,,,24,9999,0.4239945139558514,0.5729367626719379,0.7084793210975429
0.43399077390062746,0.5832493883478874,0.722997126755891,25,10399,,,
,,,25,10399,0.42315218584443837,0.5716160151624532,0.7118495704812444
0.45036260854779964,0.602758954715834,0.7307475920076724,26,10799,,,
,,,26,10799,0.42933792285301453,0.577546490865627,0.7177198784453039
0.4505848320636254,0.6010684026073029,0.7261295742458768,27,11199,,,
,,,27,11199,0.43461710426777744,0.5834535204193141,0.7196610032653106
0.45724784319283324,0.6072180733535053,0.7382411073755335,28,11599,,,
,,,28,11599,0.43517862657497386,0.5839848184976664,0.7199329278712159
0.42588216588054406,0.5810127282674707,0.7019190558680781,29,11999,,,
,,,29,11999,0.4392395488113203,0.588673318852307,0.7221395804401537
0.4801198911425192,0.6317137524520074,0.7498076015048557,30,12399,,,
