epoch,step,train_F1,train_OA,train_mIoU,val_F1,val_OA,val_mIoU
53,10799,0.8290179371833801,0.9001776576042175,0.7257115840911865,,,
54,10999,,,,0.7822520136833191,0.848288357257843,0.6543034911155701
54,10999,0.8270198702812195,0.9008030295372009,0.7241241931915283,,,
55,11199,,,,0.7859764099121094,0.8524006009101868,0.6596157550811768
55,11199,0.8303632736206055,0.9019109606742859,0.7278414964675903,,,
56,11399,,,,0.7846078276634216,0.8518677353858948,0.6579651236534119
56,11399,0.8363547921180725,0.9042891263961792,0.7359327077865601,,,
57,11599,,,,0.7814714908599854,0.8476015329360962,0.6535071134567261
57,11599,0.8336556553840637,0.9030717611312866,0.7326124906539917,,,
58,11799,,,,0.7855826020240784,0.851661741733551,0.6587333083152771
58,11799,0.8389634490013123,0.9062908291816711,0.7394354343414307,,,
59,11999,,,,0.7906695604324341,0.8549638390541077,0.6657809019088745
59,11999,0.8388149738311768,0.9056147933006287,0.7392693758010864,,,
60,12199,,,,0.7912001609802246,0.8561266660690308,0.6665895581245422
60,12199,0.8405035138130188,0.9078000783920288,0.7419261932373047,,,
61,12399,,,,0.791232705116272,0.8566421866416931,0.6672201156616211
61,12399,0.8410198092460632,0.9054353833198547,0.7421299815177917,,,
62,12599,,,,0.789388120174408,0.8557969331741333,0.6643215417861938
62,12599,0.8459862470626831,0.9082705974578857,0.7485194206237793,,,
63,12799,,,,0.7895470261573792,0.8530107736587524,0.6640027165412903
63,12799,0.8438196182250977,0.9094072580337524,0.7465358376502991,,,
64,12999,,,,0.7882533669471741,0.8561892509460449,0.6626336574554443
64,12999,0.8447362780570984,0.909157931804657,0.7475593090057373,,,
65,13199,,,,0.7900674939155579,0.8546323776245117,0.6644492745399475
65,13199,0.8448401093482971,0.9097189903259277,0.7474852800369263,,,
66,13399,,,,0.7972275614738464,0.8594218492507935,0.6741939783096313
66,13399,0.8470453023910522,0.9118284583091736,0.7512653470039368,,,
67,13599,,,,0.794629693031311,0.8591258525848389,0.6713290810585022
67,13599,0.8497462868690491,0.9137312769889832,0.7546795010566711,,,
68,13799,,,,0.7919668555259705,0.8553314805030823,0.667228639125824
68,13799,0.8502809405326843,0.9126600027084351,0.7551684975624084,,,
69,13999,,,,0.7954419851303101,0.858969509601593,0.6720878481864929
69,13999,0.8531160950660706,0.9134910702705383,0.7589846849441528,,,
70,14199,,,,0.79762864112854,0.8603708148002625,0.6753491163253784
70,14199,0.8512424230575562,0.913506805896759,0.756770670413971,,,
71,14399,,,,0.7954557538032532,0.8571465015411377,0.6716814041137695
71,14399,0.8538674712181091,0.914122998714447,0.7598914504051208,,,
72,14599,,,,0.7924848794937134,0.8538905382156372,0.6673324704170227
72,14599,0.8534627556800842,0.915009081363678,0.7597802877426147,,,
73,14799,,,,0.7921129465103149,0.8559063673019409,0.667204737663269
73,14799,0.8543909788131714,0.914828896522522,0.7607881426811218,,,
74,14999,,,,0.7954064607620239,0.8554724454879761,0.6715365052223206
74,14999,0.8548330068588257,0.9151104092597961,0.7611876726150513,,,
75,15199,,,,0.7955576181411743,0.8578606843948364,0.6721442937850952
75,15199,0.857119619846344,0.9161255359649658,0.7642782330513,,,
76,15399,,,,0.7979611158370972,0.856552004814148,0.6751065254211426
76,15399,0.8570351004600525,0.9171099066734314,0.7649855613708496,,,
77,15599,,,,0.7963106632232666,0.8567466735839844,0.6726152896881104
77,15599,0.8572281002998352,0.9172835946083069,0.764950156211853,,,
78,15799,,,,0.7945669889450073,0.8559232950210571,0.6707533001899719
78,15799,0.8581382036209106,0.9180347323417664,0.7660956382751465,,,
79,15999,,,,0.7983260154724121,0.8584824800491333,0.6757341027259827
79,15999,0.8569309711456299,0.9175333976745605,0.7644999623298645,,,
80,16199,,,,0.7959123849868774,0.8588047027587891,0.6722544431686401
80,16199,0.8598131537437439,0.9190541505813599,0.7685523629188538,,,
81,16399,,,,0.8007544279098511,0.8601046204566956,0.6786901354789734
81,16399,0.8595170378684998,0.9179388880729675,0.7681688070297241,,,
82,16599,,,,0.7985190749168396,0.859424352645874,0.6758962273597717
82,16599,0.8614647388458252,0.9202967882156372,0.7714418768882751,,,
83,16799,,,,0.7960032820701599,0.8581224679946899,0.6723344922065735
83,16799,0.8605733513832092,0.9193097352981567,0.7693264484405518,,,
84,16999,,,,0.7981184720993042,0.8585470914840698,0.6751110553741455
84,16999,0.8614687919616699,0.9187314510345459,0.7704063653945923,,,
85,17199,,,,0.7957186698913574,0.8587861657142639,0.6719549894332886
85,17199,0.8612504601478577,0.9200912714004517,0.7710498571395874,,,
86,17399,,,,0.7971383929252625,0.8591076731681824,0.6740204095840454
86,17399,0.8599450588226318,0.9190967082977295,0.7687421441078186,,,
87,17599,,,,0.7977535128593445,0.8599513173103333,0.6749690771102905
87,17599,0.8619611263275146,0.9214114546775818,0.7721548676490784,,,
88,17799,,,,0.7983115315437317,0.8593763709068298,0.6755887866020203
88,17799,0.8602803945541382,0.9196802973747253,0.7699265480041504,,,
89,17999,,,,0.7977370619773865,0.8597716689109802,0.6749117374420166
89,17999,0.8641117215156555,0.9204205870628357,0.7740943431854248,,,
90,18199,,,,0.7977462410926819,0.8588100671768188,0.674845814704895
90,18199,0.8633890151977539,0.920851469039917,0.7733875513076782,,,
91,18399,,,,0.7987342476844788,0.859485924243927,0.6760993599891663
91,18399,0.8629183769226074,0.9202861189842224,0.7730181813240051,,,
92,18599,,,,0.7989009618759155,0.8599996566772461,0.6762433052062988
92,18599,0.8641539812088013,0.9208276867866516,0.7749207019805908,,,
93,18799,,,,0.7984334230422974,0.859655499458313,0.6757621169090271
93,18799,0.8636317849159241,0.9213792681694031,0.7744714021682739,,,
94,18999,,,,0.79856938123703,0.8596694469451904,0.6760212779045105
94,18999,0.862397313117981,0.9209440350532532,0.7722904086112976,,,
95,19199,,,,0.7979274988174438,0.8588033318519592,0.6750735640525818
95,19199,0.8657424449920654,0.9214376211166382,0.776758074760437,,,
96,19399,,,,0.7983356714248657,0.8593848943710327,0.6757150292396545
96,19399,0.8670889735221863,0.9204075932502747,0.778046190738678,,,
97,19599,,,,0.799770712852478,0.8598507642745972,0.6773574352264404
97,19599,0.8629397749900818,0.9212904572486877,0.7730399370193481,,,
98,19799,,,,0.7991798520088196,0.8597550392150879,0.6766623854637146
98,19799,0.8643801808357239,0.9203903675079346,0.7746580839157104,,,
99,19999,,,,0.7994998693466187,0.8600138425827026,0.6771652102470398
99,19999,0.8645482659339905,0.9208992719650269,0.7750424146652222,,,
